ID,HousePrice,yhat,delta
6731,235395.0,258214.87038191152,-22819.870381911518
5398,102631.0,110105.07395294975,-7474.073952949751
5919,283927.0,317357.8778175093,-33430.87781750929
2968,218429.0,239920.34087540992,-21491.340875409922
8672,227943.0,222186.85822213034,5756.141777869663
7664,234858.0,272464.97813793225,-37606.97813793225
6624,304836.0,261739.76243663463,43096.23756336537
4709,201634.0,233239.6531311525,-31605.653131152503
677,362552.0,376496.1478535029,-13944.147853502887
7094,535201.0,449006.02645513305,86194.97354486695
7284,320779.0,330822.08374065266,-10043.083740652655
6367,199533.0,196636.26020973932,2896.7397902606754
1828,159227.0,179574.89431977863,-20347.89431977863
1058,560275.0,631963.4241921125,-71688.42419211252
3365,277449.0,331102.0397713399,-53653.039771339914
7245,462874.0,520203.672750953,-57329.672750953
2788,527478.0,525577.1252964761,1900.8747035239358
7362,200722.0,213889.65317868374,-13167.653178683744
7244,143531.0,146893.3518731129,-3362.3518731129006
3596,137796.0,123416.87294832559,14379.127051674412
3633,174855.0,213510.91871292976,-38655.918712929764
1139,379752.0,317743.76643074135,62008.23356925865
9226,265919.0,275003.0470765308,-9084.047076530813
1449,324651.0,297135.10848809587,27515.891511904134
8239,372556.0,370654.14796154323,1901.8520384567673
7398,485423.0,400301.69475841086,85121.30524158914
6009,469064.0,387251.9699855085,81812.03001449152
6862,147590.0,153119.52172029205,-5529.521720292047
8022,591995.0,557658.345130132,34336.654869867954
5340,202187.0,259694.12792802887,-57507.12792802887
4740,101356.0,67465.57074945795,33890.429250542045
4124,421334.0,410720.45385357656,10613.54614642344
8689,375529.0,413027.81555296,-37498.815552959975
7436,485696.0,443349.03464199376,42346.965358006244
148,349625.0,324707.31089494197,24917.68910505803
1337,394795.0,464403.4294192957,-69608.42941929569
248,168700.0,236836.90459876295,-68136.90459876295
6511,241135.0,291438.7166413709,-50303.716641370906
7954,278652.0,342726.1166763195,-64074.11667631951
8966,275214.0,341919.7182693771,-66705.71826937707
7103,148164.0,142277.1871805036,5886.812819496408
5965,146498.0,174686.54121787928,-28188.541217879276
7594,389110.0,390798.61685946555,-1688.6168594655464
4630,316268.0,240680.68552926887,75587.31447073113
6647,376661.0,408334.1116126425,-31673.111612642475
8950,581957.0,575583.3482887532,6373.651711246814
1972,440137.0,480353.1111714784,-40216.111171478406
4544,659242.0,634733.9378326957,24508.062167304335
4649,495329.0,445071.64481474407,50257.35518525593
7831,244309.0,282765.8889471156,-38456.88894711563
1300,328926.0,311894.38562949985,17031.614370500145
4669,223949.0,209115.95958376655,14833.040416233445
1109,315621.0,345384.8614520998,-29763.86145209981
3159,533715.0,450986.8782659975,82728.12173400249
4879,410501.0,344073.86774312094,66427.13225687906
6116,200271.0,241720.7224449044,-41449.722444904386
4057,199761.0,303239.03526411945,-103478.03526411945
1119,316771.0,257135.9315191826,59635.0684808174
5062,566477.0,541809.5901569467,24667.40984305332
7173,702603.0,660863.698257005,41739.30174299504
1663,392937.0,415547.3918111252,-22610.391811125213
7128,292612.0,364900.01998938184,-72288.01998938184
7797,306118.0,340888.03641043487,-34770.03641043487
5290,178950.0,131419.7902196746,47530.209780325386
2046,356896.0,389544.1723191548,-32648.17231915478
7851,340545.0,354085.3504389729,-13540.350438972877
6291,165087.0,183763.30098044264,-18676.30098044264
2677,295578.0,507988.4846270211,-212410.48462702113
7444,271625.0,262927.72603607114,8697.273963928863
7274,338312.0,374501.4551487014,-36189.45514870138
5525,641302.0,655510.0499979635,-14208.049997963477
2992,235445.0,245386.71465375167,-9941.714653751667
8999,635998.0,594847.9721343706,41150.02786562941
1564,430694.0,491375.13203921146,-60681.13203921146
6816,387211.0,425480.2458880969,-38269.24588809692
8287,354995.0,354485.56174006773,509.43825993227074
8473,498522.0,427131.414805937,71390.58519406302
7497,242685.0,187629.86295053872,55055.13704946128
7491,320397.0,273953.419153633,46443.580846367
3196,499879.0,397145.6240655401,102733.37593445991
5608,406113.0,395846.91326024017,10266.086739759834
8263,174763.0,170539.6270288738,4223.3729711261985
3203,254224.0,191353.2504151804,62870.7495848196
3032,260426.0,279861.13925328985,-19435.139253289846
1827,424742.0,555777.2116245715,-131035.21162457147
4536,393828.0,385013.82758290233,8814.172417097667
4643,221455.0,323307.995007701,-101852.99500770099
7601,289523.0,258469.82732819286,31053.172671807144
8011,435406.0,419191.39095950476,16214.609040495241
2,277232.0,281371.9829453349,-4139.982945334923
8101,141618.0,157187.86851101465,-15569.868511014647
7446,396053.0,451274.2090475098,-55221.20904750982
9168,365412.0,321246.0900065028,44165.90999349719
8816,479899.0,426720.05902973784,53178.94097026216
8422,384977.0,517151.87352329475,-132174.87352329475
4729,120479.0,115833.37178838877,4645.628211611227
2879,214066.0,229887.78670969172,-15821.786709691718
2308,592384.0,583947.256128758,8436.74387124204
9014,310368.0,274593.947535712,35774.05246428802
4414,292450.0,281426.7471060396,11023.252893960394
3284,343528.0,382941.72170118196,-39413.72170118196
6669,243620.0,263950.1698342043,-20330.16983420431
1065,201888.0,155990.12343915133,45897.87656084867
4926,554031.0,622066.1167651733,-68035.11676517327
9030,290852.0,272723.66194552876,18128.33805447124
7561,169913.0,177463.4346175722,-7550.434617572202
2366,426717.0,435605.1320214206,-8888.132021420577
7801,243457.0,265141.8967187062,-21684.89671870618
4645,313689.0,299688.07322827855,14000.926771721453
581,390907.0,408942.9610613446,-18035.9610613446
2942,566948.0,515550.74928290833,51397.250717091665
4806,199850.0,196702.6700116346,3147.329988365411
1524,603101.0,499467.9423274561,103633.05767254392
511,216835.0,202734.78562230428,14100.214377695724
690,346538.0,305160.1682744681,41377.8317255319
6029,291632.0,292350.7742674177,-718.774267417728
6239,348156.0,325349.2555470115,22806.744452988496
3759,554177.0,514494.8726623091,39682.12733769091
7527,675269.0,599468.0318633278,75800.96813667216
6724,115366.0,106370.94320177495,8995.05679822505
4676,184882.0,204690.28062224505,-19808.280622245045
7830,730476.0,592814.627049117,137661.372950883
4372,82173.0,185383.93990851668,-103210.93990851668
2856,416310.0,357691.10548340605,58618.89451659395
3968,83898.0,110652.45953913886,-26754.459539138858
6512,198793.0,236133.69280954584,-37340.69280954584
7925,359882.0,341676.43198435835,18205.56801564165
193,709843.0,590823.6183599293,119019.3816400707
8031,191020.0,218486.79063561157,-27466.79063561157
8619,382224.0,312362.94096576987,69861.05903423013
7982,291794.0,349000.26511288446,-57206.26511288446
9037,381345.0,435177.1731868616,-53832.17318686162
82,144263.0,133787.85040136488,10475.149598635122
5224,220182.0,193761.41540992667,26420.584590073326
6541,229875.0,255542.36145962912,-25667.361459629115
4355,622852.0,608585.7554967067,14266.244503293303
7764,157118.0,103404.72723808765,53713.27276191235
1271,75638.0,95934.30997813154,-20296.30997813154
9194,220033.0,269717.25794953486,-49684.25794953486
9153,246076.0,245237.94412568587,838.05587431413
6,324167.0,380684.71857231786,-56517.718572317855
3839,184858.0,165179.9963336395,19678.003666360513
1669,118410.0,93583.11344176995,24826.88655823005
9296,165100.0,123532.0867441036,41567.913255896405
8459,854125.0,599766.0441423107,254358.95585768926
692,417576.0,384276.2797030612,33299.72029693879
3263,510484.0,373834.0339596496,136649.96604035038
579,367187.0,438600.466651319,-71413.466651319
1599,249900.0,271429.02198959637,-21529.021989596367
4276,184823.0,201455.09377712067,-16632.093777120666
8487,350133.0,367563.730977714,-17430.730977714004
5073,415997.0,436458.2759282081,-20461.27592820808
3397,361774.0,362473.68530643865,-699.6853064386523
7331,326106.0,315649.241695194,10456.758304806019
362,310530.0,476207.9687099919,-165677.9687099919
1720,425828.0,463082.7155015391,-37254.71550153912
1523,441530.0,358851.8442593198,82678.15574068017
6136,307363.0,302477.13040700404,4885.869592995965
1401,180373.0,189949.03791218437,-9576.037912184373
1489,253935.0,249710.94606534066,4224.053934659343
1032,366016.0,378488.62863516534,-12472.62863516534
6139,587722.0,477935.9679243786,109786.03207562142
7604,283546.0,303530.15780710976,-19984.15780710976
3694,227639.0,199367.45519889827,28271.54480110173
1621,166588.0,230802.41459165505,-64214.41459165505
1600,352844.0,311112.2163007176,41731.78369928239
3673,186486.0,231848.52688059368,-45362.52688059368
5300,530722.0,490937.699131169,39784.30086883099
7256,528076.0,513457.56886332063,14618.43113667937
9133,53714.0,124710.4559880536,-70996.4559880536
226,331160.0,330420.93680361967,739.0631963803316
7941,235734.0,237651.64380101085,-1917.643801010854
5045,406033.0,356937.691933746,49095.308066254016
5445,276949.0,266961.18413509004,9987.815864909964
2098,241736.0,249775.68642393828,-8039.686423938285
7886,175213.0,193861.51929640054,-18648.51929640054
5087,445506.0,537241.2854839138,-91735.28548391385
7584,356585.0,357593.9553714976,-1008.9553714976064
5948,185960.0,278776.38097770425,-92816.38097770425
3609,420575.0,401693.90616913355,18881.093830866448
3842,497126.0,488010.82969261374,9115.170307386259
7317,358459.0,338267.65056871594,20191.349431284063
8602,370779.0,339061.38097269746,31717.619027302542
754,240901.0,237586.58150513607,3314.4184948639304
1664,302303.0,316155.32834975864,-13852.328349758638
669,265448.0,253042.8862239765,12405.1137760235
7136,400493.0,445599.6571641134,-45106.65716411342
8194,406954.0,417235.0291345631,-10281.029134563112
987,300199.0,348645.4372487407,-48446.437248740694
8779,260062.0,305426.39993603126,-45364.39993603126
1487,337848.0,277120.5945276812,60727.40547231882
1342,505372.0,500733.23396728333,4638.766032716667
6100,580351.0,582814.5665853684,-2463.5665853683604
3246,257541.0,278939.32207429386,-21398.322074293857
1757,796568.0,673671.4010758225,122896.59892417747
1356,243496.0,278284.87650790607,-34788.87650790607
8809,375298.0,298874.82291713834,76423.17708286166
7588,113878.0,120265.05681033708,-6387.056810337075
4027,316804.0,354303.3295258104,-37499.329525810375
2268,280805.0,440253.64881875453,-159448.64881875453
3637,486774.0,394730.05791089305,92043.94208910695
5470,250196.0,306915.4383401426,-56719.4383401426
1797,392862.0,382940.14559165534,9921.854408344661
4856,518244.0,549669.1976784735,-31425.197678473545
6362,539034.0,489893.8552321274,49140.14476787258
7191,404804.0,405998.93461892585,-1194.9346189258504
1179,186489.0,207516.60552873273,-21027.605528732733
941,156491.0,216209.70322731373,-59718.70322731373
5148,216366.0,227220.34167856173,-10854.34167856173
6175,329702.0,348927.4732910888,-19225.473291088827
5641,178184.0,181679.83711772904,-3495.837117729039
8605,406981.0,340233.05415030423,66747.94584969577
7907,65825.0,101103.73932506893,-35278.739325068935
3939,178447.0,160680.3394068367,17766.66059316331
5713,530777.0,504477.58974499145,26299.41025500855
6514,262408.0,250995.61860524508,11412.38139475492
8261,417515.0,502243.6782741937,-84728.67827419372
5577,588046.0,544867.2426488847,43178.757351115346
5562,422688.0,354721.6423671774,67966.35763282259
396,245521.0,184799.23472040132,60721.76527959868
8005,210860.0,222016.75084366844,-11156.750843668444
6779,518549.0,503676.6588117541,14872.341188245919
9154,79257.0,91292.18143906353,-12035.181439063526
5288,195783.0,227354.10350763556,-31571.103507635562
5465,550569.0,534416.3613727186,16152.638627281412
8281,182330.0,173093.59864307792,9236.401356922084
6263,328061.0,364623.5319205443,-36562.53192054428
4093,371540.0,440337.7814174531,-68797.78141745308
7672,289937.0,334514.07464633184,-44577.074646331836
8131,253290.0,242054.4948847848,11235.505115215201
5741,152902.0,121933.71343981504,30968.286560184963
3915,396319.0,391451.5627790532,4867.437220946827
8914,353146.0,368868.72947428515,-15722.729474285152
8725,392785.0,419393.65904954006,-26608.65904954006
7998,254412.0,230999.37755568707,23412.622444312932
5367,334118.0,247381.32685999645,86736.67314000355
3338,205986.0,197534.48785847327,8451.512141526735
4504,350007.0,324476.08210426715,25530.917895732855
6640,362333.0,348996.4383353064,13336.561664693581
7521,223276.0,230593.41808610474,-7317.418086104735
3708,348760.0,357606.9794166392,-8846.979416639195
6931,100301.0,115611.33647687189,-15310.33647687189
1514,554205.0,472034.1410112176,82170.85898878239
8324,392126.0,439835.1510085501,-47709.15100855008
7791,276073.0,324021.7594817304,-47948.759481730405
3954,534431.0,530300.799056369,4130.200943631004
716,274055.0,284001.6117944922,-9946.611794492172
7305,213580.0,246567.8884502396,-32987.88845023961
8419,284317.0,302643.069551581,-18326.069551580993
341,314483.0,311210.035741763,3272.964258236985
1527,287881.0,269242.8522170466,18638.147782953398
8730,344276.0,365914.09652007435,-21638.096520074352
8255,196051.0,203841.63669364038,-7790.636693640379
3783,151477.0,167827.3403665546,-16350.340366554592
1151,416685.0,476855.8297934724,-60170.829793472425
8198,131559.0,163433.9682456716,-31874.968245671596
4722,519999.0,504420.6188241753,15578.381175824674
643,202552.0,271524.43075276306,-68972.43075276306
7565,108289.0,100692.98052450352,7596.019475496476
8132,197771.0,249792.50547091587,-52021.50547091587
855,329077.0,324076.3085355144,5000.691464485601
729,167895.0,164543.32692270156,3351.6730772984447
2969,737500.0,786360.6227739399,-48860.62277393986
2632,521113.0,536671.3030575183,-15558.303057518322
1802,342322.0,314735.23176378576,27586.768236214237
7033,195465.0,183865.18636244672,11599.813637553278
9351,420246.0,319255.8364554225,100990.16354457749
6997,597479.0,510392.93000279536,87086.06999720464
1460,399315.0,332306.36143350956,67008.63856649044
5782,435183.0,411517.383967257,23665.61603274301
4253,328942.0,353433.26416157716,-24491.264161577157
4768,284079.0,479985.454193553,-195906.454193553
3660,333731.0,375422.647374978,-41691.647374978
8429,414619.0,426064.92596682394,-11445.92596682394
2907,449066.0,621230.1532267035,-172164.15322670352
135,579961.0,569193.1385428719,10767.861457128078
2451,360023.0,332683.50809815543,27339.491901844565
212,285541.0,283080.984394056,2460.015605943976
7724,217449.0,250294.6281656677,-32845.6281656677
4110,260346.0,282446.22004025086,-22100.22004025086
5377,501319.0,428032.5088647605,73286.49113523948
2502,277450.0,289666.00793835183,-12216.007938351831
4239,637080.0,610371.9146292834,26708.08537071664
5078,327839.0,275887.08306298737,51951.91693701263
387,228911.0,196516.23211064428,32394.767889355717
498,328353.0,330452.19093361637,-2099.1909336163662
6452,374930.0,360105.88261297694,14824.117387023056
3300,170474.0,188268.36377570027,-17794.363775700273
8594,108544.0,106747.91987795217,1796.0801220478315
554,538548.0,433325.2059369795,105222.7940630205
5913,325469.0,355600.1695219441,-30131.169521944073
6170,100164.0,118704.32594798828,-18540.325947988284
6208,320416.0,349908.6970161526,-29492.69701615261
5171,238980.0,215442.02280303498,23537.977196965017
5750,555869.0,455208.20779958623,100660.79220041377
6195,328002.0,326730.8469410524,1271.1530589475879
4231,131042.0,129053.63898852261,1988.361011477391
7860,217275.0,222833.83934351453,-5558.839343514526
8710,269621.0,321769.386877959,-52148.38687795901
2102,298848.0,287078.8609674893,11769.139032510691
8322,649672.0,537811.9127644703,111860.08723552967
6968,323426.0,367619.8768956701,-44193.87689567008
5898,226260.0,195072.83168159652,31187.168318403477
2659,397840.0,358579.07517423964,39260.92482576036
2055,113768.0,262992.338787491,-149224.33878749103
5930,309801.0,312280.34457890637,-2479.34457890637
7107,160851.0,155764.34431153347,5086.655688466533
7843,350658.0,351196.46835271025,-538.4683527102461
1351,256856.0,278718.49688664626,-21862.49688664626
1889,392019.0,438282.8579498387,-46263.85794983868
7581,167684.0,235812.9557582744,-68128.95575827439
4939,161089.0,192465.74896603843,-31376.74896603843
623,391210.0,392153.70308162336,-943.70308162336
8789,285418.0,238371.39730072458,47046.60269927542
8349,214564.0,209507.3539519099,5056.6460480901005
7647,531916.0,550126.9356688436,-18210.935668843566
1277,166416.0,147067.74910906138,19348.250890938623
7544,246801.0,286396.0020084255,-39595.00200842548
4909,303159.0,298912.0279751965,4246.9720248035155
679,431434.0,393391.58753890643,38042.41246109357
3736,91215.0,195810.95919098856,-104595.95919098856
3476,366329.0,305397.11699244916,60931.883007550845
518,371193.0,332406.2485014368,38786.751498563215
5806,538931.0,480782.466511671,58148.533488328976
7168,187953.0,211580.11249882902,-23627.112498829025
6471,156334.0,146749.02822690632,9584.971773093683
3896,352739.0,354648.6568428081,-1909.6568428081227
1,547714.0,571657.6764409568,-23943.67644095677
5880,291789.0,288009.64016115374,3779.359838846256
1165,143500.0,223915.9731969778,-80415.97319697781
3688,574621.0,573672.0228691155,948.9771308845375
803,363724.0,337818.3349980405,25905.66500195948
4284,152403.0,183234.65382275058,-30831.65382275058
3130,173003.0,236653.96754241452,-63650.967542414524
8298,224509.0,234363.23585754292,-9854.235857542924
583,224102.0,259557.56158972048,-35455.561589720484
71,491488.0,464366.62321286555,27121.376787134446
1697,329422.0,347400.02444051637,-17978.02444051637
8801,226648.0,253052.03723734146,-26404.037237341458
278,354612.0,291081.10901711223,63530.890982887766
7655,522689.0,524167.85948352533,-1478.8594835253316
346,199113.0,204650.97234616446,-5537.972346164461
5116,295637.0,328341.5184021856,-32704.518402185582
5457,156774.0,170679.14292296598,-13905.142922965984
1111,286891.0,379028.7692759252,-92137.76927592518
5622,154093.0,183056.8944841385,-28963.894484138495
104,138956.0,117354.39531393144,21601.60468606856
7698,301127.0,400853.2726938878,-99726.27269388782
6210,275910.0,266547.9109550595,9362.089044940483
1303,477286.0,417807.9632091548,59478.03679084522
5697,543176.0,491700.0133276615,51475.986672338506
1366,483578.0,418687.4163780844,64890.583621915604
5696,616686.0,614295.1808635173,2390.8191364826635
407,239788.0,241299.1642696768,-1511.1642696768104
6373,78345.0,104167.04045388811,-25822.040453888112
3676,341641.0,324580.0384188661,17060.961581133888
7765,468097.0,424957.44110493007,43139.55889506993
8856,309249.0,313944.20365922875,-4695.203659228748
2857,418356.0,427829.11346255377,-9473.113462553767
3282,386107.0,577882.4283717655,-191775.42837176553
8441,390562.0,354651.60691403795,35910.393085962045
7007,334479.0,305266.8778520228,29212.122147977178
5298,172858.0,186448.4289942212,-13590.428994221205
7072,272000.0,351847.67742756987,-79847.67742756987
3096,391488.0,374123.64623907604,17364.353760923957
5598,161913.0,142401.0263028953,19511.973697104695
1788,495784.0,401449.4932580997,94334.50674190029
2485,232722.0,287470.36139993015,-54748.361399930145
4590,534975.0,437988.6841106287,96986.31588937133
949,446985.0,360313.2175626981,86671.78243730188
2134,255222.0,252247.5877387677,2974.412261232297
8706,148730.0,206445.4978941332,-57715.49789413321
7745,779760.0,570913.5522866867,208846.44771331328
3970,203095.0,175439.69869317993,27655.301306820067
7645,408431.0,414526.3297652418,-6095.329765241826
5591,195756.0,212427.75802981303,-16671.758029813034
781,410016.0,433586.07317056117,-23570.07317056117
7714,149275.0,91774.911508995,57500.08849100499
4805,257224.0,303225.8273653023,-46001.827365302306
8762,498272.0,479164.8309415284,19107.169058471627
1132,416767.0,413981.4327526239,2785.5672473760787
3252,563583.0,426691.2473722102,136891.7526277898
5588,343488.0,319956.308041907,23531.691958093026
6294,328156.0,259031.14253882115,69124.85746117885
3493,202968.0,251172.5446041876,-48204.5446041876
1390,263068.0,325968.7205169293,-62900.72051692929
6792,333478.0,348223.5534787132,-14745.553478713206
5862,321620.0,407066.2582480449,-85446.25824804488
5217,162289.0,192078.70293464055,-29789.702934640547
3437,327665.0,262169.4436091671,65495.55639083288
3838,799710.0,751631.6433720737,48078.35662792635
1444,215828.0,232323.34751030957,-16495.34751030957
786,191656.0,268630.87699257873,-76974.87699257873
475,349485.0,316756.6347223196,32728.365277680394
8603,431655.0,388280.1929308871,43374.807069112896
1241,139589.0,162812.73764145348,-23223.73764145348
586,115022.0,94546.01124987072,20475.988750129283
4143,341666.0,344127.37158071547,-2461.371580715466
2834,165522.0,154640.22472350093,10881.775276499073
1281,232219.0,228890.97638145366,3328.0236185463436
5335,297803.0,323107.87022466434,-25304.870224664337
1772,386630.0,388781.19525352673,-2151.1952535267337
6518,147702.0,159172.6060990519,-11470.606099051889
910,513958.0,500969.58878987824,12988.411210121762
5201,228720.0,215029.40482642342,13690.595173576585
4245,119418.0,104240.3694675312,15177.6305324688
3024,342334.0,301589.77150244144,40744.228497558564
609,245381.0,214458.10852352847,30922.89147647153
4430,129765.0,134809.3179320743,-5044.3179320743075
4034,121520.0,113622.78031298886,7897.219687011137
5561,177190.0,201025.57062420127,-23835.570624201267
9011,454980.0,395138.62992952735,59841.37007047265
3618,368759.0,298431.10372026137,70327.89627973863
2017,285875.0,245145.94780680095,40729.05219319905
6894,503036.0,428624.22042833717,74411.77957166283
2202,362437.0,270173.7847042638,92263.21529573621
55,130584.0,152095.27116452323,-21511.271164523234
541,352973.0,381269.844268693,-28296.844268693007
6882,343624.0,387365.1008409887,-43741.100840988685
6714,296728.0,273029.1198397957,23698.88016020431
5109,431390.0,380681.7810214625,50708.21897853748
688,528334.0,464174.4813122367,64159.51868776331
260,157326.0,173338.70989356324,-16012.709893563238
1493,329066.0,372127.39236510947,-43061.39236510947
1515,274626.0,360283.5507605483,-85657.55076054833
7887,130469.0,167354.563308509,-36885.56330850901
845,397756.0,327681.1882468709,70074.81175312912
6172,318406.0,388580.5484673581,-70174.54846735811
2654,546376.0,530540.9534298668,15835.046570133185
7554,249022.0,288970.1311921008,-39948.13119210082
6335,236314.0,236156.5296740575,157.4703259425005
8727,126778.0,105441.3570604696,21336.6429395304
2888,352071.0,414732.9348703227,-62661.9348703227
8733,116008.0,136345.0083020943,-20337.0083020943
4117,251415.0,210602.13943790967,40812.860562090325
1293,294570.0,338881.2225369462,-44311.22253694618
1860,607844.0,589204.9690987392,18639.03090126079
3192,287659.0,262083.78205143858,25575.217948561418
383,294633.0,349008.7181324056,-54375.7181324056
696,147455.0,146368.60688178625,1086.3931182137458
1552,365707.0,400039.67357445834,-34332.67357445834
3301,155565.0,193156.97008867902,-37591.97008867902
2189,385454.0,385420.45419302536,33.54580697463825
3674,92307.0,100023.04306035952,-7716.043060359516
3895,175215.0,155501.32132151254,19713.678678487457
5497,409516.0,322191.2607042917,87324.7392957083
5093,104945.0,153283.85381153796,-48338.85381153796
9104,617566.0,611233.7667197201,6332.2332802799065
6633,526574.0,570080.5932863604,-43506.59328636038
8564,293019.0,335501.68067643937,-42482.68067643937
6775,628490.0,439080.14856834424,189409.85143165576
5051,450801.0,384400.8747198034,66400.1252801966
2713,288095.0,252917.1886661833,35177.8113338167
4367,526483.0,471282.908889316,55200.09111068398
4852,150609.0,177461.3578335561,-26852.357833556103
5653,209016.0,229743.33119672866,-20727.331196728657
4558,326331.0,371954.7227728366,-45623.72277283663
2354,718794.0,704250.7367429489,14543.26325705112
464,183660.0,243951.61960694697,-60291.61960694697
2660,457977.0,514539.77685655677,-56562.77685655677
8331,261685.0,302448.73670847784,-40763.73670847784
7097,165351.0,253157.3752074415,-87806.37520744151
9126,249524.0,236416.98281148713,13107.017188512866
8119,213760.0,237672.40616188076,-23912.40616188076
463,623503.0,590398.5203848031,33104.479615196935
7223,314596.0,363710.86388267716,-49114.863882677164
8541,198036.0,170718.4085625722,27317.591437427793
8080,132362.0,156926.99934280306,-24564.999342803058
1213,125257.0,152507.4723069469,-27250.472306946904
1328,145027.0,173607.05458798766,-28580.05458798766
7622,293971.0,294446.7716564026,-475.77165640261956
7487,196440.0,178414.28375574108,18025.716244258918
4530,188048.0,220176.4358063556,-32128.435806355614
738,213142.0,249296.5918660827,-36154.59186608269
2507,240943.0,189445.5980752596,51497.40192474041
316,279529.0,261117.28866636418,18411.711333635816
1066,152119.0,153643.97745156722,-1524.977451567218
6065,404531.0,441014.391808851,-36483.39180885098
2042,314563.0,345829.8209723227,-31266.82097232272
7785,364001.0,375814.12689042004,-11813.12689042004
2590,131195.0,154599.9187620541,-23404.91876205409
